Col1,Col2,Col3,Col4,Col5
0.35621416574594345,0.05317200386259813,0.377534276331429,0.0745935874656467,0.17940575425715244
0.8813300925570454,0.8432550798131228,0.23215104281936172,0.14086594692461885,0.20378537065675928
0.5185440995813733,0.016439482215768964,0.15290209351602357,0.029507067575783363,0.723915570855121
0.056216162189885455,0.29207346956376046,0.9413397249399938,0.8111572406443822,0.6195480499527388
0.8058570655119375,0.6730189610831643,0.7588015202937817,0.18821054547621596,0.9458009776407
0.04543876027621141,0.9514472184202503,0.012725981376084938,0.5046936810976063,0.8986944856799624
0.4522491197854398,0.36676730766776766,0.46065348126000405,0.07877706700083797,0.4465749834626983
0.21414641467749895,0.0634838817937402,0.3771316196787653,0.019078732567113788,0.1976045643783947
0.4543779914043389,0.07835192910555822,0.8423491709852197,0.49848861453702664,0.9443426316814573
0.3887893643140097,0.22404108379417675,0.9599607561990682,0.943824406038253,0.27630686662431814
0.9769779288029322,0.09612623195250247,0.8254522998551523,0.6331800947512692,0.6809455056960373
0.16387663121811913,0.38610107625692647,0.36462720458848763,0.7347520406064363,0.931785069889651
0.5628546700944858,0.3127269879263853,0.8764107889883492,0.9990179543333892,0.2443995164943239
0.278634560940036,0.3597885385809074,0.49478807588329676,0.8311845814624389,0.29673157629059
0.47725090262465164,0.09571841590423946,0.5639561678839303,0.2187735554744935,0.3113513069710917
0.06592476636240208,0.628625453598388,0.7117097134781769,0.47995980693132445,0.32297894547728034
0.6039749095997284,0.9686339237142972,0.5129388281796106,0.31350480038454365,0.3765018470061331
0.7293838383050136,0.8955083518926165,0.2128793136634709,0.6154542910645846,0.801343088869488
0.2064193933490669,0.3477195015140534,0.5654562151096646,0.44748965235455584,0.4043113130110647
0.21036343856284245,0.5941227108973851,0.11675272680897852,0.10445074764208728,0.08771551942276501
0.10066816881549456,0.7105421013575992,0.16746615370983453,0.8699141974933653,0.9220050851217482
0.7043635312494885,0.7876237574320744,0.17893686802798003,0.8474295977681119,0.2755666974226929
0.8087576084659426,0.5728877366455916,0.7923372418056175,0.7389346144828899,0.6773582369246626
0.3369094060154564,0.2141340557847211,0.14266207537336062,0.2345886180411697,0.8339227278090969
0.3353936884389067,0.6268846509847442,0.29354652204307063,0.2962039520014075,0.5553642555071509
0.5412667849352967,0.008948624750430567,0.15497324551007075,0.49799642530031085,0.06372152531129371
0.9085410499913981,0.8083956252334724,0.6120925859493612,0.30215836285638276,0.4525160786778707
0.007657853900761569,0.7359976435536627,0.20304719682936945,0.16418452453147203,0.056318242087214254
0.34998702442348373,0.9098367878144407,0.7292623549530614,0.24913973994968153,0.8014377233797222
0.9759247764821536,0.9445352576400871,0.5872844016424398,0.14386565691108633,0.15255847241970766
0.23999560131825848,0.33468476412363146,0.6652210465587847,0.24988138887205236,0.6715690357066783
0.34569750203570593,0.695852132789617,0.48531232457821305,0.9507713144700448,0.5393813172203274
0.5703768470006276,0.6843884548014303,0.6894402549692861,0.7994218924201064,0.534224857570268
0.0983030524746531,0.3659289109466418,0.4691870733694191,0.3445653287685496,0.7333935764962441
0.6221418852013915,0.8206482243692347,0.8730224365499943,0.6167395228141132,0.5271588785034432
0.27710578639329797,0.7368354442582314,0.5593122015575999,0.11176521159595076,0.22043091499981526
0.2457134602429184,0.5174219711485823,0.5467268366742785,0.4102902871542897,0.003344826583417282
0.3213077907108415,0.6814874552295135,0.5544436863040183,0.5977853586464107,0.9023138563603905
0.3919282082856741,0.709552050821282,0.9734704840934337,0.8327340460200641,0.8314669951767846
0.6041315943230977,0.5914842777414785,0.42748326799236125,0.9050153700105269,0.3488280306496243
0.2915766971201238,0.44883666191086347,0.7021459019513822,0.29289130665704055,0.5750619381854861
0.5935938002072717,0.11341756375735934,0.676115157455139,0.45009033110379926,0.014295570803421698
0.42857093540788194,0.399540288843956,0.9573134063677341,0.5281795027883286,0.41277465723702744
0.5057835731649459,0.5621488097164372,0.27773821271279187,0.4221092378636042,0.03368227540969593
0.7790885147907453,0.9894880968448951,0.7162067199058716,0.7655532809666545,0.025824545866909077
0.9443616460717976,0.1800903447906843,0.37513567466722564,0.03498359405517548,0.5092915735765945
0.4257102512746028,0.14730727718669678,0.7070703110765494,0.10829613008867489,0.6573845763855541
0.18150453577554915,0.002971958129990182,0.4335133574072778,0.6993776423177717,0.30683945855810135
0.19999984095088796,0.6256284951835874,0.5177826941436948,0.09353920976863506,0.5661092788193798
0.6036572059895338,0.0237700197057773,0.4954470745201941,0.40997508138809335,0.5291140789924704
0.10361908739594827,0.6106533370994656,0.07920245079938126,0.24197674076580278,0.8376073783733664
0.5045520958241162,0.2172926310312967,0.21090026844119236,0.9296941857260259,0.2211098874245916
0.7867803812413576,0.4058178045601193,0.17212372812221355,0.5117640505025431,0.27703895342961327
0.6050708180787251,0.15555532552449736,0.7932352057804464,0.7380901747103458,0.03361411599730457
