Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-24	00:00:00	1.2	1044.75	55.0	4.853261953187035	756.0	70.0	1136.75	85.0	1410.5	901.5	11.075000047684	62.224999427795	0.8198751141487293
2004-03-24	01:00:00	1.1	997.25	74.0	4.620274381419234		76.0	1150.5	79.0	1405.0	831.75	10.775000095367	62.549999237061	0.8082234801814543
2004-03-24	02:00:00	0.9	948.25	35.0	2.718089095832183	634.0	43.0	1319.75	61.0	1326.0	715.0	11.299999952316	60.024998664856	0.8025317149791713
2004-03-24	03:00:00	0.6	878.25	29.0	1.5733010414535393	550.75	-200.0	1492.75	-200.0	1271.5	683.25	10.575000047684	61.599999427795	0.7856379642355912
2004-03-24	04:00:00	-200.0	907.5	29.0	1.671669623943802	558.75	44.0	1477.25	66.0	1286.75	720.5	10.225000143051	62.675000190735	0.7812817106763932
2004-03-24	05:00:00	0.6	892.25	20.0	1.2383083168676672	521.75	34.0	1572.0	54.0	1254.75	647.75	10.875	58.64999961853	0.7627818896319655
2004-03-24	06:00:00	0.8	953.75	32.0	1.6997929461444818	561.0	43.0	1495.75	57.0	1255.25	612.25	10.75	57.224999427795	0.7382145238490284
2004-03-24	07:00:00	1.2	1045.25	84.0	4.750728721412927	750.75	79.0	1185.75	75.0	1403.0	799.75	10.375	59.22500038147	0.7455494117085614
2004-03-24	08:00:00	3.1	1382.75	245.0	13.765874424449917	1109.0	174.0	831.5	97.0	1706.0	1172.5	10.975000143051	57.299999237061	0.7500896894409064
2004-03-24	09:00:00	4.4	1597.25	553.0	23.679335397377134	1395.25	235.0	652.0	110.0	2080.25	1518.5	11.200000047684	56.949999809265	0.7564914394511036
2004-03-24	10:00:00	3.4	1317.5	450.0	14.212601545647468	1123.5	218.0	761.75	113.0	1770.25	1286.5	12.100000143051	54.925000190735	0.7733693595230158
2004-03-24	11:00:00	1.7	1137.75	118.0	7.959186808148644	897.5	136.0	950.0	88.0	1505.25	965.5	15.074999570847	44.25	0.7534549507396582
2004-03-24	12:00:00	1.5	1097.5	118.0	6.663517615555966	842.0	117.0	1012.25	85.0	1440.0	827.75	15.599999904633	40.599999427795	0.7145901811957243
2004-03-24	13:00:00	1.7	1117.5	144.0	8.687448039881527	927.0	119.0	958.75	96.0	1477.0	824.5	16.874999523163	34.599999427795	0.6596749224621096
2004-03-24	14:00:00	2.2	1170.25	159.0	10.838801261791318	1008.5	126.0	879.0	106.0	1566.0	872.0	16.649999856949	35.625	0.6697356415533213
2004-03-24	15:00:00	-200.0	1112.25	122.0	6.669133099118774	842.25	100.0	1015.25	91.0	1494.0	679.5	11.325000047684	63.875000953674	0.8553928124098029
2004-03-24	16:00:00	2.7	1389.5	230.0	11.369254997979782	1027.5	197.0	828.75	126.0	1729.5	1002.25	9.625	81.099998474121	0.9719787235472275
2004-03-24	17:00:00	2.8	1353.25	320.0	13.362988476365068	1095.75	195.0	773.75	130.0	1783.0	1159.0	11.724999904633	69.10000038147	0.9496639741360771
2004-03-24	18:00:00	2.7	1260.25	263.0	12.004126369175433	1049.75	156.0	828.25	111.0	1722.0	978.75	10.675000190735	68.5	0.879355586348885
2004-03-24	19:00:00	4.5	1501.25	556.0	20.20092355152243	1302.0	247.0	680.75	134.0	2008.25	1311.25	10.674999952316	67.324998855591	0.8642717215244782
2004-03-24	20:00:00	3.5	1272.5	458.0	14.399230713541861	1129.5	190.0	795.25	136.0	1743.5	1071.25	10.775000095367	65.674999237061	0.848602351586309
2004-03-24	21:00:00	2.6	1178.5	214.0	9.390665192516412	954.5	169.0	927.75	125.0	1571.25	898.5	10.349999904633	66.324998855591	0.8335645684953101
2004-03-24	22:00:00	1.7	1046.75	97.0	5.940075060201868	809.0	118.0	1064.25	108.0	1435.0	766.0	10.050000190735	66.924999237061	0.8247612751599469
2004-03-24	23:00:00	1.3	972.5	79.0	4.529402998167067	739.25	81.0	1186.25	87.0	1353.75	589.0	10.425000190735	61.10000038147	0.7716687735626684
