Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-27	00:00:00	1.5	1021.0	77.0	5.247305750259137	775.75	94.0	1143.75	87.0	1306.5	753.0	9.400000333786	53.35000038147	0.6300102511032551
2004-03-27	01:00:00	1.0	940.0	57.0	3.1860104697339593	663.5		1289.5	79.0	1232.0	646.0	8.625	57.824999809265	0.6488249169079522
2004-03-27	02:00:00	1.2	1045.5	65.0	4.462938156393024	735.75	75.0	1142.25	78.0	1312.0	838.25	8.125	62.14999961853	0.6746284144009465
2004-03-27	03:00:00	1.1	1026.0	59.0	3.790555459460099	699.0	-200.0	1191.0	-200.0	1291.5	851.25	7.8749998807907	63.474999427795	0.6776614806800293
2004-03-27	04:00:00	-200.0	983.25	48.0	3.7685115383177186		57.0	1209.0	63.0	1295.75	800.75	7.3500000238419	64.825000762939	0.6682863838741225
2004-03-27	05:00:00	0.8	915.25	27.0	1.9220071328834474	578.25	32.0	1417.0	48.0	1212.0	665.0	8.2499998807907	58.875000953674	0.6444011605636348
2004-03-27	06:00:00	0.9	934.75	25.0	2.4372931460201444	615.25	54.0	1373.0	59.0	1249.75	717.0	6.3250000476837	66.599999427795	0.6410221565623528
2004-03-27	07:00:00	1.1	976.25	42.0	3.268441768671755	668.5	68.0	1270.25		1266.25	794.5	7.1500000953674	62.875	0.6395822960862745
2004-03-27	08:00:00	1.5	1123.75	78.0	6.663517615555966	842.0	98.0	1049.75	71.0	1418.0	935.5	7.1500000953674	63.89999961853	0.6500088823209779
2004-03-27	09:00:00	1.8	1162.5	128.0	8.474825256908856	918.5	128.0	921.5	84.0	1530.25	1075.5	11.074999809265	50.499999046326	0.6653867773666517
2004-03-27	10:00:00	2.1	1166.5	184.0	9.698220270852254	966.25	129.0	941.5	93.0	1519.75	1016.0	15.475000143051	36.14999961853	0.6312750080205722
2004-03-27	11:00:00	2.1	1120.75	156.0	9.410170035043505	955.25	130.0	991.75	99.0	1450.75	833.75	17.849999904633	29.224999904633	0.5920464600312022
2004-03-27	12:00:00	1.9	1071.25	176.0	9.010583552600266	939.75	111.0	993.75	93.0	1449.25	756.25	17.624999761581	30.099999904633	0.6013167306092636
2004-03-27	13:00:00	2.1	1064.75	232.0	10.030033705078656	978.75	106.0	949.5	96.0	1467.25	766.0	19.074999809265	26.825000286102	0.586131112165905
2004-03-27	14:00:00	2.5	1157.25	305.0	12.638889972455347	1071.5	137.0	888.25	114.0	1595.5	904.75	17.699999809265	28.574999809265	0.5735160349840353
2004-03-27	15:00:00	1.9	1046.25	150.0	7.599353631659464	882.5	113.0	1051.25	101.0	1357.0	765.0	17.775000095367	28.449999809265	0.5736712627057369
2004-03-27	16:00:00	2.2	1147.0	188.0	11.781322973571852	1042.0	122.0	933.5	108.0	1538.25	830.25	18.724999904633	25.974999904633	0.5554589378581296
2004-03-27	17:00:00	2.3	1118.75	221.0	11.221602522216635	1022.25	137.0	916.25	117.0	1507.75	853.25	17.075000286102	31.275000095367	0.6037682247484637
2004-03-27	18:00:00	2.7	1209.5	219.0	12.352616700065974	1061.75	165.0	885.5	125.0	1586.25	980.5	15.824999809265	36.074998855591	0.6440019510963166
2004-03-27	19:00:00	3.0	1305.75	306.0	12.868432241320129	1079.25	196.0	826.75	133.0	1621.0	1285.75	14.674999952316	40.099999427795	0.6657200374161357
2004-03-27	20:00:00	2.8	1257.5	270.0	12.206895761540563	1056.75	174.0	840.5	119.0	1632.75	1243.5	13.649999856949	44.949999809265	0.699129554929824
2004-03-27	21:00:00	2.2	1148.25	231.0	8.76933794439815	930.25	140.0	947.5	107.0	1475.25	1056.25	12.5	48.075000762939	0.694596122292269
2004-03-27	22:00:00	1.6	1107.75	125.0	6.787523688906004	847.5	102.0	1022.75	96.0	1420.75	1003.0	11.849999904633	50.824999809265	0.704175163007097
2004-03-27	23:00:00	2.1	1230.75	122.0	8.6058859089994	923.75	130.0	906.0	105.0	1483.25	1244.5	10.924999952316	56.14999961853	0.7326481760306406
