Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-30	00:00:00	1.0	898.75	33.0	2.6495095616042814	629.5	57.0	1417.5	76.0	1050.25	425.0	13.125	26.75	0.4023168089194366
2004-03-30	01:00:00	0.7	866.25	33.0	1.804617397022203	569.25	41.0	1467.5	66.0	1055.25	435.5	11.649999856949	33.599999904633	0.4595395192830382
2004-03-30	02:00:00	0.7	899.75	32.0	1.7249591914596851	563.0	46.0	1402.0	73.0	1129.5	618.0	10.5	42.875	0.5441522453763333
2004-03-30	03:00:00	0.8	949.0	25.0	1.442220421528291	539.75	-200.0	1456.75	-200.0	1104.0	747.25	11.674999952316	38.675000190735	0.5298059291862145
2004-03-30	04:00:00	-200.0	896.5	29.0	1.31322175102388	528.5	41.0	1462.0	69.0	1100.5	692.5	12.224999904633	37.175000190735	0.5276792806142719
2004-03-30	05:00:00	0.7	956.0	26.0	2.2857806756960337	604.75	52.0	1341.25	71.0	1116.75	691.0	12.924999952316	33.924999237061	0.5037261536559368
2004-03-30	06:00:00	1.1	1054.0	86.0	5.313401621471466	779.0	111.0	1079.5	98.0	1265.75	1012.75	11.274999856949	40.27499961853	0.537601948523615
2004-03-30	07:00:00	2.6	1343.25	294.0	13.378099027683405	1096.25	191.0	838.5	115.0	1586.5	1310.75	11.900000095367	38.425000190735	0.5340979361580392
2004-03-30	08:00:00	4.0	1583.5	664.0	23.81445830704887	1398.75	244.0	642.25	130.0	1946.75	1675.0	13.324999809265	35.550001144409	0.541559228531225
2004-03-30	09:00:00	4.2	1555.75	695.0	21.488111149528635	1337.25	283.0	673.5	150.0	1852.25	1688.5	16.325000286102	28.799999713898	0.5305244760933587
2004-03-30	10:00:00	4.7	1564.75	735.0	20.981985953180125	1323.5	320.0	694.5	159.0	1872.0	1687.75	17.900000095367	28.249999523163	0.5740716589900348
2004-03-30	11:00:00	3.9	1428.5	649.0	18.381657068639182	1250.5	249.0	734.25	146.0	1754.25	1548.25	18.25	26.625	0.552903118043697
2004-03-30	12:00:00	3.7	1418.5	586.0	18.94778792993442	1266.75	219.0	742.25	138.0	1763.0	1490.25	20.800000190735	22.5	0.5463066881985376
2004-03-30	13:00:00	3.4	1373.25	546.0	17.10326171179337	1213.0	200.0	791.0	128.0	1710.5	1353.75	22.449999809265	19.950000286102	0.5351852806629579
2004-03-30	14:00:00	2.2	1185.25	245.0	10.373373792087863	991.5	138.0	941.75	97.0	1447.75	1013.5	20.900000095367	21.674999713898	0.5294825140210498
2004-03-30	15:00:00	1.9	1122.25	178.0	7.953131497568524	897.25	118.0	991.0	91.0	1371.75	831.25	19.075000286102	26.5	0.5790298140613147
2004-03-30	16:00:00	1.6	1084.5	130.0	6.166413663112407	819.5	99.0	1059.75	81.0	1325.0	698.75	18.124999523163	30.550000190735	0.6295234045510375
2004-03-30	17:00:00	2.1	1248.5	151.0	9.731187323395478	967.5	112.0	874.0	99.0	1526.5	925.5	17.275000095367	34.72500038147	0.6787764243010617
2004-03-30	18:00:00	2.2	1236.25	272.0	9.593046413094703	962.25	117.0	853.25	101.0	1531.5	928.0	15.849999666214	40.425000190735	0.7227924514151022
2004-03-30	19:00:00	2.7	1334.0	301.0	11.924863429687202	1047.0	129.0	814.75	106.0	1638.0	1038.0	15.924999952316	41.97500038147	0.754052803017719
2004-03-30	20:00:00	2.4	1263.5	237.0	8.706316634357416	927.75	132.0	884.25	102.0	1534.0	1034.5	15.875	43.5	0.7789963988414559
2004-03-30	21:00:00	1.3	1072.75	95.0	4.653947132964057	745.75	73.0	1071.5	84.0	1359.75	788.75	15.025000095367	46.14999961853	0.7833264781348421
2004-03-30	22:00:00	1.2	1052.5	68.0	3.830372555883701	701.25	68.0	1147.0	81.0	1323.25	692.25	15.050000190735	44.550000190735	0.7573651897974522
2004-03-30	23:00:00	1.5	1097.75	101.0	4.678062894272762	747.0	80.0	1094.0	91.0	1360.0	763.75	14.850000143051	43.500000953674	0.7302160576861134
