Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-11	00:00:00	1.2	1185.0	31.0	3.624399189797516	689.5	62.0	1461.75	77.0	1332.75	732.5	11.324999809265	56.77499961853	0.7603119392843289
2004-03-11	01:00:00	1.0	1136.25	31.0	3.3266769916607997	672.0	62.0	1453.25	76.0	1332.75	729.5	10.674999952316	60.0	0.7702384578230451
2004-03-11	02:00:00	0.9	1094.0	24.0	2.3394161950867094	608.5	45.0	1579.0	60.0	1276.0	619.5	10.650000095367	59.674999237061	0.7648187256861201
2004-03-11	03:00:00	0.6	1009.75	19.0	1.6966582576513223	560.75	-200.0	1705.0	-200.0	1234.75	501.25	10.250000238419	60.200000762939	0.7516571648306898
2004-03-11	04:00:00	-200.0	1011.0	14.0	1.2936197573720989	526.75	21.0	1817.5	34.0	1196.75	445.25	10.075000047684	60.474999427795	0.7464945161292466
2004-03-11	05:00:00	0.7	1066.0	8.0	1.1334305711878574	512.0	16.0	1918.0	28.0	1182.0	421.75	10.999999761581	56.175000190735	0.7365596001806396
2004-03-11	06:00:00	0.7	1051.75	16.0	1.6037678797288073	553.25	34.0	1738.25	48.0	1221.25	471.5	10.450000047684	58.125	0.7352950830247281
2004-03-11	07:00:00	1.1	1144.0	29.0	3.2436181473100727	667.0	98.0	1489.75	82.0	1339.0	729.75	10.200000047684	59.599999427795	0.7417361628563275
2004-03-11	08:00:00	2.0	1333.25	64.0	8.013772987090615	899.75	174.0	1136.0	112.0	1517.0	1101.5	10.75	57.425000190735	0.7407945757399766
2004-03-11	09:00:00	2.2	1351.0	87.0	9.540642925320222	960.25	129.0	1079.0	101.0	1582.75	1027.75	10.5	60.599998474121	0.7691107927579083
2004-03-11	10:00:00	1.7	1233.25	77.0	6.335782437222818	827.25	112.0	1218.0	98.0	1445.75	859.75	10.799999952316	58.35000038147	0.7551830826522904
2004-03-11	11:00:00	1.5	1178.75	43.0	4.971583761462568	762.0	95.0	1327.5	92.0	1361.75	670.5	10.499999761581	57.925000190735	0.7351607796315153
2004-03-11	12:00:00	1.6	1236.0	61.0	5.216918999884966	774.25	104.0	1301.25	95.0	1401.25	664.0	9.5249998569489	66.774998664856	0.7950537885142038
2004-03-11	13:00:00	1.9	1285.5	63.0	7.26993335753569	868.5	146.0	1162.25	112.0	1536.75	799.0	8.299999833107	76.425001144409	0.8392680677502771
2004-03-11	14:00:00	2.9		164.0	11.539007213563714	1033.5	207.0	983.25	128.0	1730.25	1036.5	8.0	81.14999961853	0.8735885336185425
2004-03-11	15:00:00	2.2	1310.0	79.0	8.826222726457212	932.5	184.0	1081.75	126.0	1646.5	946.25	8.325000166893	79.799999237061	0.8777844450980445
2004-03-11	16:00:00	2.2	1291.75	95.0	8.301413416761816	911.5	193.0	1102.5	131.0	1590.75	956.75	9.7000000476837	71.150001525879	0.8569381279436317
2004-03-11	17:00:00	2.9	1383.0	150.0	11.151581216129403	1019.75	243.0	1008.0	135.0	1718.75	1104.0	9.7750000953674	67.624998092651	0.8185012074753434
2004-03-11	18:00:00	4.8	1580.75	307.0	20.799216861460543	1318.5	281.0	798.5	151.0	2083.0	1408.5	10.349999904633	64.174999237061	0.806543633173666
2004-03-11	19:00:00	6.9	1775.5	461.0	27.359807493586764	1487.75	383.0	702.25	172.0	2332.5	1704.0	9.6500000953674	69.300001144409	0.8319211444100879
2004-03-11	20:00:00	6.1	1640.0	401.0	24.017756935949226	1404.0	351.0	742.75	165.0	2191.25	1653.75	9.6499998569489	67.75	0.8133139353625914
2004-03-11	21:00:00	3.9	1312.75	197.0	12.779368248758171	1076.25	240.0	957.25	136.0	1706.5	1284.75	9.125	63.974999427795	0.7419242244892506
2004-03-11	22:00:00	1.5	964.5	61.0	4.707071919244755	748.5	94.0	1325.25	85.0	1332.5	821.0	8.1750001907349	63.39999961853	0.6904844466414399
2004-03-11	23:00:00	1.0	912.75	26.0	2.6457215096105893	629.25	47.0	1564.5	53.0	1252.25	551.75	8.2499998807907	60.824998855591	0.6657443604063102
