Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-17	00:00:00	1.7	1204.75	85.0	8.630947011140279	924.75	132.0	922.0	107.0	1546.5	1314.25	15.524999856949	52.925000190735	0.9271282297880028
2004-03-17	01:00:00	1.2	1071.5	47.0	5.415775467693622	784.0	95.0	1065.5	90.0	1441.75	1113.75	15.475000143051	51.875	0.9058752804047421
2004-03-17	02:00:00	0.9	997.75	34.0	4.050256979222614	713.5	70.0	1169.25	79.0	1383.25	991.5	14.125	55.575000762939	0.8909558056211343
2004-03-17	03:00:00	0.7	933.25	26.0	2.5816785814911887	625.0	-200.0	1291.5	-200.0	1331.5	883.75	13.050000190735	57.900000572205	0.8666330082051409
2004-03-17	04:00:00	-200.0	882.75	17.0	1.8989345905963815	576.5	54.0	1396.0	60.0	1303.25	808.25	12.650000333786	57.900000572205	0.8446603528823093
2004-03-17	05:00:00	0.5	868.75	11.0	1.6068282575436197	553.5	28.0	1459.5	40.0	1267.75	667.0	11.824999809265	58.025000572205	0.8026319321159456
2004-03-17	06:00:00	0.5	890.75	18.0	1.8956482143938895	576.25	46.0	1416.5	53.0	1289.25	733.0	11.900000095367	57.39999961853	0.7978457040872352
2004-03-17	07:00:00	1.6	1172.75	84.0	7.486888715241108	877.75	160.0	1038.0	84.0	1556.25	1051.75	9.9000000953674	65.199999809265	0.7956455570632858
2004-03-17	08:00:00	4.1	1587.25	260.0	21.358791467770352	1333.75	320.0	702.25	108.0	1998.75	1533.5	11.125	60.200000762939	0.7957756867981807
2004-03-17	09:00:00	6.6	1851.5	534.0		1695.75	377.0	552.75	127.0	2535.25	1931.0	14.124999761581	50.024998664856	0.8019804174284915
2004-03-17	10:00:00	4.3	1521.5	368.0	21.266624095947368	1331.25	280.0	702.5	134.0	2025.75	1733.75	17.699999809265	40.099999427795	0.8048291453438373
2004-03-17	11:00:00	2.9	1438.25	200.0	15.387978763390306	1160.75	221.0	818.5	135.0	1781.5	1595.0	21.10000038147	33.425000190735	0.8264862161367829
2004-03-17	12:00:00	2.5	1393.25	145.0	12.49907422494975	1066.75	210.0	905.0	142.0	1654.25	1489.75	24.300000190735	28.275000572205	0.8471276904737085
2004-03-17	13:00:00	2.8	1452.0	188.0	15.108309746474148	1152.0	204.0		153.0	1747.0	1507.5	25.575000286102	25.550000190735	0.8253948829277935
2004-03-17	14:00:00	2.6	1389.25	152.0	13.73529005407188	1108.0	161.0	886.5	123.0	1711.5	1334.0	25.85000038147	25.900000095367	0.8503393425785896
2004-03-17	15:00:00	2.0	1207.0	103.0	10.434474065314543	993.75	135.0	1013.0	104.0		1044.75	26.824999809265	18.699999809265	0.6500177450710016
2004-03-17	16:00:00	2.9	1365.25	193.0	15.164068552106674	1153.75	186.0	939.5	129.0	1678.5	1221.25	29.275000095367	15.750000238419	0.6308904544623257
2004-03-17	17:00:00	2.5	1247.0	134.0	12.308823018501508	1060.25	147.0	1032.0	114.0	1524.75	1068.5	28.5	14.900000095367	0.5708019092283132
2004-03-17	18:00:00	5.0	1556.75	386.0	26.95102501389812	1477.75	299.0	793.0	158.0	1980.5	1568.5	25.85000038147	15.950000286102	0.5236645833000759
2004-03-17	19:00:00	7.6	1972.5	577.0	38.39324611075341	1737.25	411.0	616.75	194.0	2413.75	2305.5	23.125	26.5	0.7402606104103562
2004-03-17	20:00:00	6.7	1974.75	523.0	35.103631278136504	1666.5	347.0	596.75	182.0	2415.5	2358.5	20.52499961853	38.249999046326	0.9133141768209518
2004-03-17	21:00:00	5.7	1794.75	472.0	27.24713082655587	1485.0	336.0	652.5	180.0	2174.0	2050.0	19.050000190735	42.60000038147	0.9293877038696484
2004-03-17	22:00:00	2.8	1443.75	206.0	15.04469265761016	1150.0	202.0	769.5	136.0	1726.5	1726.5	17.150000095367	44.125000953674	0.855830709685321
2004-03-17	23:00:00	2.6	1488.0	216.0	15.71027436796261	1170.75	178.0	731.0	127.0	1777.5	1705.0	16.025000095367	50.924999237061	0.9205987579699731
