Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-22	00:00:00	1.7	1161.25	-200.0	6.07436581400729	815.25	93.0	995.25	86.0	1582.25	909.0	16.125000476837	60.025000572205	1.0919379224667545
2004-03-22	01:00:00	1.5	1095.25	-200.0	5.0711119746790105	767.0	74.0	1050.25	76.0	1547.0	818.25	15.824999809265	60.52499961853	1.0804773134011116
2004-03-22	02:00:00	0.6	897.0	-200.0	1.7186528499153866	562.5	23.0	1416.5	33.0	1355.0	472.25	16.325000524521	56.950000762939	1.0490753496476835
2004-03-22	03:00:00	0.4	842.0	-200.0	0.7105175744554979	468.0	-200.0	1812.75	-200.0	1274.25	393.5	16.924999713898	53.900000572205	1.0308562690618497
2004-03-22	04:00:00	-200.0	853.75	-200.0	0.8290144389243211	481.25	17.0	1755.5	27.0	1304.0	396.25	16.100000143051	55.900000572205	1.015304130935898
2004-03-22	05:00:00	0.3	845.0	-200.0	0.7476764553371612	472.25	15.0	1785.75	23.0	1278.0	378.25	16.525000095367	53.874999046326	1.0049393615506244
2004-03-22	06:00:00	0.6	941.5	-200.0	2.025609370348589	586.0	41.0	1479.5	46.0	1372.5	432.0	16.375	53.999999046326	0.9978546885702252
2004-03-22	07:00:00	1.2	1090.25	-200.0		768.25	86.0	1072.0	76.0	1537.75	699.0	15.674999952316	57.64999961853	1.0194861727865518
2004-03-22	08:00:00	3.6	1514.25	-200.0	17.68644401102917	1230.25	226.0	732.0	116.0	1996.25	1252.25	15.799999952316	53.699999809265	0.9571330274866426
2004-03-22	09:00:00	3.7	1378.75	-200.0	18.424945508834465	1251.75	214.0	711.0	115.0	1961.75	1236.75	17.375	42.099999427795	0.828074790777483
2004-03-22	10:00:00	1.8	1074.25	-200.0	6.941043175885108	854.25		1031.75	83.0	1483.5	772.0	17.900000095367	38.35000038147	0.7793149986854928
2004-03-22	11:00:00	1.6	1089.75	-200.0	7.25246168751516	867.75	124.0	1025.75	87.0	1509.0	765.75	18.549999713898	36.699999809265	0.7763806752548089
2004-03-22	12:00:00	1.9	1109.5	-200.0	9.645572227732076	964.25	122.0	947.25	90.0	1576.5	828.75	21.0	29.550000190735	0.7262509900901662
2004-03-22	13:00:00	2.0	1101.75	-200.0	10.44807267453735	994.25	107.0		87.0	1598.75	783.0	21.349999904633	28.14999961853	0.7066788394352187
2004-03-22	14:00:00	2.2	1099.5	-200.0	11.172567986822713	1020.5	133.0	951.75	99.0	1607.0	822.0	21.300000190735	26.125	0.6538603351856797
2004-03-22	15:00:00	2.1	1093.75	-200.0	10.673538660162198	1002.5	130.0	965.0	99.0	1573.75	813.0	21.25	26.77499961853	0.6681019007634191
2004-03-22	16:00:00	2.3	1075.5	451.0	11.553201624877465	1034.0	150.0	964.25	101.0	1544.25	812.5	21.324999809265	24.175000190735	0.6059722402809583
2004-03-22	17:00:00	2.6	1151.75	185.0	12.352616700065974	1061.75	138.0	928.0	103.0	1606.25	849.5	20.22500038147	28.5	0.6681783824059524
2004-03-22	18:00:00	3.8	1406.75	426.0	18.338412046262704	1249.25	213.0	720.0	129.0	1931.75	1275.75	16.974999904633	43.075000762939	0.8263987212238713
2004-03-22	19:00:00	4.4	1437.5	672.0	21.027784709338036	1324.75	232.0	677.5	143.0	1992.5	1400.75	15.599999904633	47.424999237061	0.8347152530947474
2004-03-22	20:00:00	4.5	1424.5	624.0	21.046116131019687	1325.25	238.0	678.0	146.0	1965.0	1355.75	15.275000095367	47.425000190735	0.8177834352481763
2004-03-22	21:00:00	3.3	1278.5	325.0	14.453859645603398	1131.25	180.0	775.25	124.0	1758.25	1243.0	14.524999856949	49.724999427795	0.8176931732751006
2004-03-22	22:00:00	2.0	1131.75	143.0	8.4189190812524	916.25	128.0	920.0	113.0	1560.5	1082.5	13.924999952316	52.0	0.8230932364528829
2004-03-22	23:00:00	1.1	1006.25	89.0	4.331267414137387	728.75	65.0	1141.75	80.0	1369.5	795.0	14.474999666214	49.449999809265	0.8105945717127214
