Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-18	00:00:00	2.3	1371.25	159.0	12.972673346205386	1082.75	154.0	795.75	116.0	1668.75	1550.5	14.799999952316	53.924999237061	0.9023544874899323
2004-03-18	01:00:00	1.4	1160.75	70.0	8.123422119877722	904.25	92.0	946.75	107.0	1502.0	1240.25	14.274999856949	55.449999809265	0.8974730609108261
2004-03-18	02:00:00	1.0	1064.25	44.0	5.477599159348292	787.0	61.0	1056.75	88.0	1407.0	1115.0	14.75	52.074999809265	0.8686418772067029
2004-03-18	03:00:00	0.7	970.25	42.0	3.5812024590957425	687.0	-200.0	1195.5	-200.0	1350.5	968.5	13.875	53.875	0.8500589031339439
2004-03-18	04:00:00	-200.0	954.0	28.0	2.884931454505132	644.75	60.0	1260.25	78.0	1334.0	924.75	11.599999904633	61.924999237061	0.8441962816575157
2004-03-18	05:00:00	0.6	930.5	20.0	2.548044692762577	622.75	37.0	1293.25	57.0	1306.5	827.75	12.0	58.85000038147	0.8233024519061931
2004-03-18	06:00:00	0.7	938.0	26.0	2.971926292666244	650.25	68.0	1251.25	71.0	1332.5	893.0	10.949999809265	62.074999809265	0.8112765628062703
2004-03-18	07:00:00	1.5	1166.25	78.0	7.664791387485363	885.25	139.0	1005.25	85.0	1550.5	1075.0	10.575000047684	63.25	0.8066818457709178
2004-03-18	08:00:00	4.7	1643.0	319.0	23.256799559382376	1384.25	339.0	667.0	124.0	2093.75	1610.25	11.475000143051	60.025000572205	0.8116934242390748
2004-03-18	09:00:00	6.6	1934.0	506.0		1681.5	421.0	540.5	151.0	2468.25	2050.5	14.275000333786	50.575000762939	0.8185699237552145
2004-03-18	10:00:00	4.5	1616.5	-200.0	21.31268654106716	1332.5	349.0	685.75	150.0	2010.0	1818.5	17.849999904633	40.52499961853	0.8209643334545565
2004-03-18	11:00:00	2.8	1472.75	-200.0	14.305786381113023	1126.5	224.0	830.5	152.0	1752.0	1567.75	20.800000667572	34.449999809265	0.8364562599842863
2004-03-18	12:00:00	2.2	1378.5	-200.0	12.521106305109699	1067.5	171.0	898.75	139.0	1662.5	1373.5	23.849999904633	28.174999713898	0.8218511950371455
2004-03-18	13:00:00	2.2	1385.25	-200.0	12.192364229470941	1056.25	149.0	891.0	133.0	1648.0	1267.5	24.150000095367	28.675000190735	0.8514933610951715
2004-03-18	14:00:00	2.3	1378.75	-200.0	13.092244786448635	1086.75	137.0		126.0	1660.25	1143.5	25.150000572205	24.85000038147	0.7829250121204008
2004-03-18	15:00:00	2.2	1321.6666666667	-200.0	14.373247939096442	1128.6666666667	149.0	933.66666666667	128.0	1639.3333333333	1109.3333333333	27.03333346049	17.833333333333	0.6274693274133316
2004-03-18	16:00:00	2.8	1495.75	-200.0	16.835634342955675	1205.0	172.0	822.0	169.0	1766.5	1347.25	27.125000476837	23.124999523163	0.8180144786395258
2004-03-18	17:00:00	2.7	1408.75	-200.0		1131.25	166.0	873.0	149.0	1688.5	1205.75	25.800000190735	23.925000190735	0.7831929181625135
2004-03-18	18:00:00	3.7	1512.75	-200.0	21.515865798889894	1338.0	214.0	764.25	156.0		1397.0	23.049999713898	26.77499961853	0.7445933183512644
2004-03-18	19:00:00	5.1	1667.0	-200.0	26.403335889246012	1464.25	280.0	683.25	168.0	2117.75	1588.25	20.724999904633	31.125	0.7522865185760392
2004-03-18	20:00:00	5.1	1666.75		25.960619817995106	1453.25	276.0	683.5	176.0	2051.0	1568.5	18.599999904633	36.175000190735	0.7676391782873102
2004-03-18	21:00:00	3.2	1430.25	-200.0	14.142883364271057	1121.25	178.0	814.0	135.0	1731.5	1321.5	16.049999713898	48.425000190735	0.8767802411169491
2004-03-18	22:00:00	2.1	1333.25	-200.0	10.305664104042567	989.0	129.0	885.25	121.0	1620.75	1194.0	14.450000047684	57.775000572205	0.9455578282061462
2004-03-18	23:00:00	1.7	1261.5	-200.0	8.276765149047742	910.5	95.0	948.25	99.0	1545.25	1061.5	13.050000190735	64.175000190735	0.9605556635099728
