Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-16	00:00:00	2.1	1303.6666666667	155.0	11.139929168771717	1019.3333333333	127.0	852.33333333333	103.0	1731.3333333333	1271.6666666667	14.066666603088	65.699999491374	1.049372403097042
2004-03-16	01:00:00	1.2	1074.25	49.0	5.40550061636386	783.5	79.0	1097.75	88.0	1483.0	1039.75	14.825000047684	60.550001144409	1.0148194658330398
2004-03-16	02:00:00	0.8	968.0	29.0	2.810688037123539	640.0	43.0	1319.5	61.0	1385.75	866.75	14.75	59.224999427795	0.9879081107816498
2004-03-16	03:00:00	0.7	929.25	25.0	2.325061547147355	607.5	-200.0	1375.5	-200.0		825.75	13.624999761581	62.050000190735	0.9635549956184191
2004-03-16	04:00:00	-200.0	941.0	25.0	2.5891783027743425	625.5	59.0	1315.75	59.0	1373.25	839.75	12.324999809265	66.150000572205	0.9450361951968503
2004-03-16	05:00:00	0.6	937.0	17.0	2.0087426345174735	584.75	38.0	1411.5	52.0	1348.0	792.5	12.75	63.22500038147	0.9282898040213576
2004-03-16	06:00:00	0.9	1017.0	27.0	3.4826893251173856	681.25	82.0	1245.75	64.0	1417.5	869.5	11.174999952316	68.47500038147	0.9081071231015929
2004-03-16	07:00:00	1.3	1171.25	50.0	5.131232180692032	770.0	99.0	1161.75		1466.75	930.0	10.975000143051	66.5	0.8705229495981881
2004-03-16	08:00:00	3.4	1541.0	218.0	16.17445704918363	1185.0	263.0	770.0	97.0	1888.75	1406.5	11.674999952316	63.650000572205	0.8719365877065632
2004-03-16	09:00:00	3.7	1539.25	285.0	19.663493856394243	1287.0	229.0	697.5	95.0	2054.75	1507.0	13.625	56.299999237061	0.8742650471769098
2004-03-16	10:00:00	5.3	1734.75	437.0	25.05515030336349	1430.5	396.0	628.25	150.0	2211.0	1843.25	17.824999332428	42.875	0.8672254631723162
2004-03-16	11:00:00	4.1	1571.0	327.0	20.003148782861153		314.0		162.0	1972.75	1729.0	21.449999809265	33.324999332428	0.8416712958240697
2004-03-16	12:00:00	3.3	1451.75	283.0	18.347057576589474	1249.5	217.0	775.5	154.0	1868.25	1583.25	24.375	27.35000038147	0.8230691655452694
2004-03-16	13:00:00	4.0	1579.0	366.0	22.308582975669996	1359.25	252.0	724.0	161.0	1997.75	1670.75	25.250000476837	26.075000286102	0.8263807552458209
2004-03-16	14:00:00	3.8	1466.25	318.0	20.444779979264574	1308.75	263.0	772.5	161.0	1897.0	1491.25	25.825000286102	23.150000095367	0.7589369630881299
2004-03-16	15:00:00	2.8	1279.75	228.0	14.610427960363092	1136.25	180.0	892.75	128.0	1675.25	1239.75	27.0	20.200000286102	0.7093615130294146
2004-03-16	16:00:00	2.9	1407.0	201.0	16.553254344130867	1196.5	184.0	905.25	129.0	1758.75	1313.0	28.249999523163	18.574999809265	0.7013857388336394
2004-03-16	17:00:00	2.9	1388.75	199.0	15.78318309681854	1173.0	190.0	898.25	133.0	1739.0	1363.25	27.974999904633	19.10000038147	0.709825085363188
2004-03-16	18:00:00	3.4	1447.25	237.0	17.83994777641898	1234.75	184.0	858.75	139.0	1778.0	1295.75	23.900000095367	25.699999809265	0.7518910408124666
2004-03-16	19:00:00	3.9	1551.0	261.0	19.09705933715707	1271.0	181.0	800.25	137.0	1874.5	1432.25	21.349999904633	34.77499961853	0.8729931333855647
2004-03-16	20:00:00	3.2	1473.5	230.0	15.766968720541028	1172.5	166.0	854.25	143.0	1776.0	1431.75	20.425000190735	36.675000190735	0.870389489318189
2004-03-16	21:00:00	5.1	1799.5	349.0	24.877671870607216	1426.0	317.0	700.0	177.0	2105.5	2033.5	19.025000095367	41.349999427795	0.9007307308826996
2004-03-16	22:00:00	2.6	1379.25	183.0	13.529604730694471	1101.25	184.0	817.5	138.0	1710.0	1601.75	17.925000190735	45.900000572205	0.9341860450216591
2004-03-16	23:00:00	1.7	1200.5	88.0	9.087345626567226	942.75	130.0	935.0	117.0	1559.75	1361.75	16.700000286102	48.925000190735	0.9226499255272292
