Date	Time	CO(GT)	PT08.S1(CO)	NMHC(GT)	C6H6(GT)	PT08.S2(NMHC)	NOx(GT)	PT08.S3(NOx)	NO2(GT)	PT08.S4(NO2)	PT08.S5(O3)	T	RH	AH
2004-03-13	00:00:00	2.7	1279.5	122.0	9.638999814518419	964.0	193.0	962.5	113.0	1543.5	1285.25	9.4500002861023	64.125	0.7597465282359432
2004-03-13	01:00:00	1.9	1196.25	67.0	7.375139467546298	873.0	139.0	1071.25	97.0	1463.25	1144.25	9.1499998569489	63.900001525879	0.7422764129225364
2004-03-13	02:00:00	1.6	1183.75	43.0	5.369604169687442	781.75	83.0	1176.25	82.0	1364.5	1042.75	8.7999999523163	63.924998283386	0.7256153712649386
2004-03-13	03:00:00	1.7	1171.75	46.0	5.390103939543701	782.75		1178.5	-200.0	1379.75	995.5	7.8000000715256	67.52499961853	0.7173121148941005
2004-03-13	04:00:00	-200.0	1147.0	56.0	6.199041963295953	821.0	109.0	1132.25	83.0	1411.75	991.5	7.0	71.075000762939	0.7157784693036635
2004-03-13	05:00:00	1.0	978.25	30.0	2.577932199377853	624.75	62.0	1420.25	65.0	1274.25	819.25	8.2999999523163	63.574999809265	0.6981546204756909
2004-03-13	06:00:00	1.2	1099.5	27.0	2.908548009422834	646.25	53.0	1406.25	60.0	1267.5	835.0	7.2000000476837	67.47500038147	0.6886721470838881
2004-03-13	07:00:00	1.5	1112.25	47.0	5.136255828724421	770.25	139.0	1228.0	77.0	1408.5	939.75	6.3499999046326	71.89999961853	0.6931985587343715
2004-03-13	08:00:00	2.7	1335.5	132.0	11.817138600992351	1043.25	256.0	935.25	96.0	1678.0	1191.75	6.450000166893	71.550001144409	0.6944754797176015
2004-03-13	09:00:00	3.7	1408.3333333333	239.0	15.140161198407567	1153.0	295.0	830.33333333333	119.0	1776.6666666667	1411.0	9.5666666030884	59.666667938232	0.7123665611992754
2004-03-13	10:00:00	3.2	1447.0	160.0	12.913063095907157	1080.75	250.0	868.5	126.0	1666.75	1465.0	12.375	51.175000190735	0.7334583850640767
2004-03-13	11:00:00	4.1	1541.5	283.0	16.133508844949027	1183.75	296.0	808.25	158.0	1779.75	1582.5	15.649999856949	42.199999809265	0.7450937577774329
2004-03-13	12:00:00	3.6	1451.25	210.0	14.019301019815009	1117.25	239.0	875.25	161.0	1679.25	1387.25	18.400000095367	33.824999809265	0.708963570176462
2004-03-13	13:00:00	2.8	1328.25	154.0	12.279664077200536	1059.25	153.0	986.5	124.0	1599.5	1100.5	19.35000038147	31.275000095367	0.6950081047527402
2004-03-13	14:00:00	2.0	1206.5	112.0	8.618412576532277	924.25	118.0	1087.75	102.0	1488.25	849.75	18.02499961853	34.800000190735	0.7126738741944919
2004-03-13	15:00:00	2.0	1239.5	108.0	9.196566740238417	947.0	119.0	1049.0	116.0	1531.75	947.0	18.375	33.64999961853	0.704207020809635
2004-03-13	16:00:00	2.5	1306.0	111.0	10.244887084344466	986.75	138.0	1004.0	124.0	1554.0	1078.0	17.625	35.10000038147	0.7012032509364389
2004-03-13	17:00:00	2.3	1326.0	97.0	10.611844460473737	1000.25	148.0	975.5	125.0	1601.5	1083.75	16.675000190735	37.799999237061	0.7117364038435915
2004-03-13	18:00:00	3.2	1472.75	191.0	15.452209964915284	1162.75	227.0	830.5	148.0	1779.0	1394.75	16.099999904633	41.02499961853	0.7451314943585404
2004-03-13	19:00:00	4.2	1609.0	258.0	19.636784663917272	1286.25	277.0	757.5	165.0	1922.0	1611.5	15.825000047684	42.400000572205	0.7569143276676089
2004-03-13	20:00:00	4.2	1610.75	284.0	19.202727916183612	1274.0	279.0	754.25	161.0	1915.0	1697.25	15.650000095367	44.10000038147	0.7786406550707863
2004-03-13	21:00:00	4.2	1620.5	269.0	18.269310357149713	1247.25	283.0	762.0	159.0	1860.0	1885.5	15.325000047684	46.775000572205	0.8091244285768237
2004-03-13	22:00:00	3.1	1444.25	180.0	13.14470430189378	1088.5	214.0	844.0	143.0	1747.5	1623.75	14.649999856949	48.625	0.8059694141072296
2004-03-13	23:00:00	2.6	1418.0	116.0	10.873367154415865	1009.75	172.0	892.0	130.0	1603.0	1536.25	14.700000286102	49.275000572205	0.8193361244198358
